seq,rtt_ms,status
1274,4.395600,OK
1275,4.274300,OK
1276,4.483100,OK
1277,4.641400,OK
1278,4.368700,OK
1279,4.478800,OK
1280,4.363000,OK
1281,4.983500,OK
1282,4.657300,OK
1283,4.766800,OK
1284,4.071600,OK
1285,4.004700,OK
1286,4.078700,OK
1287,4.132400,OK
1288,5.003700,OK
1289,4.933900,OK
1290,4.909400,OK
1291,5.062500,OK
1292,4.732800,OK
1293,5.001700,OK
1294,4.851700,OK
1295,4.745200,OK
1296,4.739400,OK
1297,4.863000,OK
1298,4.824600,OK
1299,4.775700,OK
1300,5.056200,OK
1301,4.884000,OK
1302,4.968100,OK
1303,4.747200,OK
1304,4.809300,OK
1305,4.902800,OK
1306,5.019500,OK
1307,4.694900,OK
1308,4.572400,OK
1309,5.154500,OK
1310,4.941600,OK
1311,4.803500,OK
1312,5.224500,OK
1313,4.788400,OK
1314,4.641100,OK
1315,5.270300,OK
1316,5.382600,OK
1317,4.838800,OK
1318,4.936800,OK
1319,5.312300,OK
1320,4.376100,OK
1321,4.910300,OK
1322,5.817600,OK
1323,4.855900,OK
1324,4.993600,OK
1325,5.345300,OK
1326,5.222200,OK
1327,5.001400,OK
1328,4.949000,OK
1329,4.713000,OK
1330,4.952200,OK
1331,4.748800,OK
1332,5.025700,OK
1333,5.032700,OK
1334,5.271600,OK
1335,5.404300,OK
1336,5.184100,OK
1337,4.805500,OK
1338,4.861000,OK
1339,4.771300,OK
1340,5.532600,OK
1341,4.696400,OK
1342,3.873400,OK
1343,3.821500,OK
1344,3.961600,OK
1345,4.089700,OK
1346,3.810000,OK
1347,3.978200,OK
1348,3.940300,OK
1349,3.752300,OK
1350,3.858500,OK
1351,4.524800,OK
1352,3.753500,OK
1353,3.822600,OK
1354,4.652300,OK
1355,4.022100,OK
1356,3.903000,OK
1357,4.707700,OK
1358,4.667800,OK
