seq,rtt_ms,status
1,4.578700,OK
2,5.025100,OK
3,4.648600,OK
4,5.244900,OK
5,5.093500,OK
6,5.285300,OK
7,4.581400,OK
8,5.063500,OK
9,5.155200,OK
10,4.798500,OK
